Scenario,Model,Road,Weather,Scenario_ID,Parameter,Matched,Success,Difference,Robustness
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,53,Rotation,10.0,10.0,0.0,20.0
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,53,Velocity,10.0,10.0,0.0,20.0
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,53,Angular Velocity,10.0,10.0,0.0,20.0
2_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,54,Position,10.0,10.0,0.0,20.0
2_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,54,Rotation,10.0,10.0,0.0,20.0
2_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,54,Velocity,10.0,10.0,0.0,20.0
2_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,54,Angular Velocity,10.0,10.0,0.0,20.0
3_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,55,Position,10.0,10.0,0.0,20.0
3_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,55,Rotation,10.0,10.0,0.0,20.0
3_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,55,Velocity,10.0,10.0,0.0,20.0
3_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Rainy Night,55,Angular Velocity,10.0,10.0,0.0,20.0
9_scenario_0_random-strategy_reward-ttc,llama-v2-13b-chat,Road4,Rainy Night,56,Position,4.5,7.0,5.0,6.5
9_scenario_0_random-strategy_reward-ttc,llama-v2-13b-chat,Road4,Rainy Night,56,Rotation,0.0,4.5,9.0,-4.5
9_scenario_0_random-strategy_reward-ttc,llama-v2-13b-chat,Road4,Rainy Night,56,Velocity,9.0,9.5,1.0,17.5
9_scenario_0_random-strategy_reward-ttc,llama-v2-13b-chat,Road4,Rainy Night,56,Angular Velocity,4.5,6.75,4.5,6.75
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,57,Position,0.0,0.0,0.0,0.0
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,57,Rotation,0.0,0.0,0.0,0.0
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,57,Velocity,0.0,0.0,0.0,0.0
11_scenario_0_rl_based-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,57,Angular Velocity,0.0,0.0,0.0,0.0
17_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,58,Position,8.0,8.75,1.5,15.25
17_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,58,Rotation,0.0,4.0,8.0,-4.0
17_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,58,Velocity,0.0,4.0,8.0,-4.0
17_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,58,Angular Velocity,0.0,4.0,8.0,-4.0
7_scenario_0_random-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,59,Position,4.5,7.0,5.0,6.5
7_scenario_0_random-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,59,Rotation,9.0,9.5,1.0,17.5
7_scenario_0_random-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,59,Velocity,9.0,9.5,1.0,17.5
7_scenario_0_random-strategy_reward-dto,llama-v2-13b-chat,Road4,Sunny Day,59,Angular Velocity,9.0,9.5,1.0,17.5
8_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Sunny Day,60,Position,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Sunny Day,60,Rotation,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Sunny Day,60,Velocity,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Sunny Day,60,Angular Velocity,10.0,10.0,0.0,20.0
12_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,61,Position,10.0,10.0,0.0,20.0
12_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,61,Rotation,10.0,10.0,0.0,20.0
12_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,61,Velocity,10.0,10.0,0.0,20.0
12_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,61,Angular Velocity,10.0,10.0,0.0,20.0
15_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Clear Night,62,Position,5.0,7.5,5.0,7.5
15_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Clear Night,62,Rotation,10.0,10.0,0.0,20.0
15_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Clear Night,62,Velocity,10.0,10.0,0.0,20.0
15_scenario_0_greedy-strategy_reward-dto,llama-v2-13b-chat,Road4,Clear Night,62,Angular Velocity,10.0,10.0,0.0,20.0
4_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,63,Position,0.0,0.0,0.0,0.0
4_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,63,Rotation,0.0,0.0,0.0,0.0
4_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,63,Velocity,0.0,0.0,0.0,0.0
4_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,63,Angular Velocity,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,64,Position,10.0,10.0,0.0,20.0
7_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,64,Rotation,4.5,7.25,5.5,6.25
7_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,64,Velocity,10.0,10.0,0.0,20.0
7_scenario_0_greedy-strategy_reward-jerk,llama-v2-13b-chat,Road4,Clear Night,64,Angular Velocity,10.0,10.0,0.0,20.0
18_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,1,Position,10.0,10.0,0.0,20.0
18_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,1,Rotation,10.0,10.0,0.0,20.0
18_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,1,Velocity,10.0,10.0,0.0,20.0
18_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,1,Angular Velocity,9.0,9.5,1.0,17.5
3_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,2,Position,0.0,2.5,5.0,-2.5
3_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,2,Rotation,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,2,Velocity,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Rainy Day,2,Angular Velocity,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Day,3,Position,5.0,7.5,5.0,7.5
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Day,3,Rotation,8.0,9.0,2.0,15.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Day,3,Velocity,0.0,5.0,10.0,-5.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Day,3,Angular Velocity,0.0,5.0,10.0,-5.0
7_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Day,4,Position,10.0,10.0,0.0,20.0
7_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Day,4,Rotation,10.0,10.0,0.0,20.0
7_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Day,4,Velocity,10.0,10.0,0.0,20.0
7_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Day,4,Angular Velocity,10.0,10.0,0.0,20.0
10_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Night,5,Position,0.0,0.0,0.0,0.0
10_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Night,5,Rotation,0.0,0.0,0.0,0.0
10_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Night,5,Velocity,0.0,0.0,0.0,0.0
10_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Rainy Night,5,Angular Velocity,0.0,0.0,0.0,0.0
1_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,6,Position,0.0,0.0,0.0,0.0
1_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,6,Rotation,0.0,0.0,0.0,0.0
1_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,6,Velocity,0.0,0.0,0.0,0.0
1_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,6,Angular Velocity,0.0,0.0,0.0,0.0
5_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,7,Position,0.0,0.0,0.0,0.0
5_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,7,Rotation,0.0,0.0,0.0,0.0
5_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,7,Velocity,0.0,0.0,0.0,0.0
5_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,7,Angular Velocity,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,8,Position,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,8,Rotation,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,8,Velocity,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Rainy Night,8,Angular Velocity,0.0,0.0,0.0,0.0
15_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,9,Position,5.0,7.5,5.0,7.5
15_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,9,Rotation,10.0,10.0,0.0,20.0
15_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,9,Velocity,10.0,10.0,0.0,20.0
15_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,9,Angular Velocity,10.0,10.0,0.0,20.0
17_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,10,Position,0.0,0.0,0.0,0.0
17_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,10,Rotation,0.0,0.0,0.0,0.0
17_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,10,Velocity,0.0,0.0,0.0,0.0
17_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,10,Angular Velocity,0.0,0.0,0.0,0.0
18_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,11,Position,0.0,2.5,5.0,-2.5
18_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,11,Rotation,0.0,0.0,0.0,0.0
18_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,11,Velocity,0.0,0.0,0.0,0.0
18_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road1,Sunny Day,11,Angular Velocity,0.0,0.5,1.0,-0.5
1_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,12,Position,0.0,5.0,10.0,-5.0
1_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,12,Rotation,10.0,10.0,0.0,20.0
1_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,12,Velocity,0.0,5.0,10.0,-5.0
1_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Sunny Day,12,Angular Velocity,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,13,Position,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,13,Rotation,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,13,Velocity,5.0,7.5,5.0,7.5
12_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,13,Angular Velocity,0.0,5.0,10.0,-5.0
14_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,14,Position,0.0,5.0,10.0,-5.0
14_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,14,Rotation,10.0,10.0,0.0,20.0
14_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,14,Velocity,0.0,5.0,10.0,-5.0
14_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,14,Angular Velocity,0.5,5.25,9.5,-3.75
18_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,15,Position,0.0,4.5,9.0,-4.5
18_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,15,Rotation,0.0,0.0,0.0,0.0
18_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,15,Velocity,0.0,5.0,10.0,-5.0
18_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road1,Clear Night,15,Angular Velocity,0.0,4.5,9.0,-4.5
4_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Clear Night,16,Position,10.0,10.0,0.0,20.0
4_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Clear Night,16,Rotation,10.0,10.0,0.0,20.0
4_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Clear Night,16,Velocity,10.0,10.0,0.0,20.0
4_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road1,Clear Night,16,Angular Velocity,10.0,10.0,0.0,20.0
16_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,17,Position,0.0,2.5,5.0,-2.5
16_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,17,Rotation,0.0,0.0,0.0,0.0
16_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,17,Velocity,0.0,0.0,0.0,0.0
16_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,17,Angular Velocity,0.0,0.0,0.0,0.0
19_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road2,Rainy Day,18,Position,0.0,0.0,0.0,0.0
19_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road2,Rainy Day,18,Rotation,0.0,0.0,0.0,0.0
19_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road2,Rainy Day,18,Velocity,0.0,2.5,5.0,-2.5
19_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road2,Rainy Day,18,Angular Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Day,19,Position,3.5,6.75,6.5,3.75
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Day,19,Rotation,0.0,5.0,10.0,-5.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Day,19,Velocity,0.0,5.0,10.0,-5.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Day,19,Angular Velocity,10.0,10.0,0.0,20.0
8_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,20,Position,0.0,1.75,3.5,-1.75
8_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,20,Rotation,0.0,0.0,0.0,0.0
8_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,20,Velocity,0.0,0.0,0.0,0.0
8_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Day,20,Angular Velocity,0.0,2.5,5.0,-2.5
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,21,Position,10.0,10.0,0.0,20.0
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,21,Rotation,10.0,10.0,0.0,20.0
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,21,Velocity,10.0,10.0,0.0,20.0
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,21,Angular Velocity,8.5,9.25,1.5,16.25
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Position,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Rotation,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Angular Velocity,0.0,0.0,0.0,0.0
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Position,0.0,2.5,5.0,-2.5
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Rotation,0.0,2.5,5.0,-2.5
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Velocity,0.0,0.25,0.5,-0.25
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Angular Velocity,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Position,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Rotation,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Velocity,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Angular Velocity,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Position,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Rotation,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Velocity,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Angular Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Position,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Rotation,0.0,2.5,5.0,-2.5
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Angular Velocity,0.0,0.0,0.0,0.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,27,Position,5.0,7.5,5.0,7.5
